Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas8193          Pavarde8193         7    7    10   6    6    6    1    1    7    4    5    
Vardas8194          Pavarde8194         6    4    3    10   2    10   5    2    1    8    2    
Vardas8195          Pavarde8195         5    10   3    8    5    1    9    3    3    2    8    
Vardas8196          Pavarde8196         2    1    3    6    8    6    9    4    7    1    2    
Vardas8197          Pavarde8197         10   4    8    10   7    5    3    9    6    2    7    
Vardas8198          Pavarde8198         5    8    3    2    6    3    5    1    5    1    5    
Vardas8199          Pavarde8199         3    8    9    5    1    10   3    2    5    2    4    
Vardas8200          Pavarde8200         7    6    6    3    5    9    4    9    10   6    3    
Vardas8201          Pavarde8201         10   8    7    3    8    5    10   2    9    9    4    
Vardas8202          Pavarde8202         2    6    2    2    2    2    4    5    6    6    2    
Vardas8203          Pavarde8203         6    6    9    9    4    5    4    6    4    5    8    
Vardas8204          Pavarde8204         3    3    4    9    10   4    7    9    10   8    7    
Vardas8205          Pavarde8205         4    5    9    5    3    1    9    3    7    6    2    
Vardas8206          Pavarde8206         10   1    1    4    10   4    4    9    4    9    5    
Vardas8207          Pavarde8207         10   5    4    2    3    2    4    9    7    7    8    
Vardas8208          Pavarde8208         7    3    10   3    2    4    3    5    4    1    3    
Vardas8209          Pavarde8209         4    3    7    6    5    1    1    10   9    5    7    
Vardas8210          Pavarde8210         5    5    6    7    6    9    7    1    4    9    9    
Vardas8211          Pavarde8211         3    3    10   2    8    2    2    10   10   2    4    
Vardas8212          Pavarde8212         9    1    1    4    10   2    7    6    1    9    7    
Vardas8213          Pavarde8213         7    8    1    10   7    10   2    4    10   1    5    
Vardas8214          Pavarde8214         8    1    5    9    5    3    3    7    2    8    3    
Vardas8215          Pavarde8215         6    5    10   9    1    8    10   2    6    9    4    
Vardas8216          Pavarde8216         9    1    4    5    4    5    8    2    10   4    2    
Vardas8217          Pavarde8217         6    8    3    8    1    2    3    7    6    2    7    
Vardas8218          Pavarde8218         5    6    7    6    5    7    2    6    1    3    10   
Vardas8219          Pavarde8219         8    8    1    4    4    2    7    9    4    8    6    
Vardas8220          Pavarde8220         8    10   3    4    5    4    1    5    5    4    1    
Vardas8221          Pavarde8221         9    1    10   2    8    4    2    4    9    9    5    
Vardas8222          Pavarde8222         1    8    10   5    8    2    10   3    4    8    3    
Vardas8223          Pavarde8223         4    1    3    6    8    3    2    5    3    5    2    
Vardas8224          Pavarde8224         4    10   4    6    8    5    8    9    1    2    9    
Vardas8225          Pavarde8225         10   10   8    4    5    5    3    6    3    4    3    
Vardas8226          Pavarde8226         1    8    6    3    2    1    6    2    2    6    6    
Vardas8227          Pavarde8227         7    1    8    5    3    5    4    9    7    2    1    
Vardas8228          Pavarde8228         10   1    3    4    1    2    4    8    10   8    8    
Vardas8229          Pavarde8229         8    4    9    1    9    7    9    8    7    9    2    
Vardas8230          Pavarde8230         2    10   10   7    8    9    5    3    10   8    7    
Vardas8231          Pavarde8231         8    10   6    3    6    8    8    3    1    2    1    
Vardas8232          Pavarde8232         3    8    4    6    8    2    9    10   8    7    7    
Vardas8233          Pavarde8233         3    5    1    7    5    8    7    4    8    1    1    
Vardas8234          Pavarde8234         1    6    8    7    2    10   8    10   3    10   10   
Vardas8235          Pavarde8235         5    3    2    5    5    8    1    10   1    6    2    
Vardas8236          Pavarde8236         5    9    6    6    5    3    1    7    5    4    4    
Vardas8237          Pavarde8237         8    2    4    8    10   5    3    7    4    7    2    
Vardas8238          Pavarde8238         10   2    4    8    4    6    8    5    10   8    7    
Vardas8239          Pavarde8239         5    4    7    2    6    1    7    4    5    5    6    
Vardas8240          Pavarde8240         9    9    9    9    5    6    4    7    8    8    3    
Vardas8241          Pavarde8241         2    4    10   3    2    10   3    7    10   2    9    
Vardas8242          Pavarde8242         6    10   10   2    8    3    5    9    7    3    3    
Vardas8243          Pavarde8243         5    8    2    1    5    7    1    8    10   4    8    
Vardas8244          Pavarde8244         3    3    1    10   7    2    3    2    2    7    4    
Vardas8245          Pavarde8245         3    9    3    4    5    10   8    10   1    10   1    
Vardas8246          Pavarde8246         8    8    1    6    10   1    10   6    3    4    3    
Vardas8247          Pavarde8247         6    4    4    3    4    1    7    1    3    4    5    
Vardas8248          Pavarde8248         8    7    4    6    3    1    10   1    2    9    7    
Vardas8249          Pavarde8249         4    2    9    7    7    8    10   3    3    5    8    
Vardas8250          Pavarde8250         4    8    5    9    10   9    10   7    8    7    2    
Vardas8251          Pavarde8251         6    1    5    2    3    6    2    3    5    3    3    
Vardas8252          Pavarde8252         8    4    10   2    7    4    5    5    6    10   1    
Vardas8253          Pavarde8253         7    10   5    8    2    8    4    2    1    7    4    
Vardas8254          Pavarde8254         3    1    3    7    6    1    5    10   3    8    6    
Vardas8255          Pavarde8255         2    6    3    8    2    1    5    4    3    3    7    
Vardas8256          Pavarde8256         4    7    1    1    3    8    5    7    4    7    10   
Vardas8257          Pavarde8257         5    2    6    5    9    8    3    2    6    9    9    
Vardas8258          Pavarde8258         9    1    5    9    3    3    10   5    9    9    8    
Vardas8259          Pavarde8259         3    5    5    8    5    8    10   1    9    10   2    
Vardas8260          Pavarde8260         3    10   4    3    6    4    7    6    5    7    1    
Vardas8261          Pavarde8261         1    8    5    2    8    6    7    4    3    2    10   
Vardas8262          Pavarde8262         10   5    4    5    1    2    7    5    6    9    2    
Vardas8263          Pavarde8263         8    2    8    1    10   10   2    1    4    8    6    
Vardas8264          Pavarde8264         6    5    6    5    3    6    1    1    7    9    3    
Vardas8265          Pavarde8265         4    3    8    2    6    5    3    8    4    1    8    
Vardas8266          Pavarde8266         7    8    9    3    7    1    6    10   8    7    7    
Vardas8267          Pavarde8267         3    5    7    8    4    6    3    6    4    1    8    
Vardas8268          Pavarde8268         2    2    6    1    9    7    6    8    5    5    9    
Vardas8269          Pavarde8269         10   3    7    8    8    10   2    6    1    3    10   
Vardas8270          Pavarde8270         2    9    3    8    2    7    5    7    4    5    8    
Vardas8271          Pavarde8271         7    1    8    10   1    1    5    9    9    8    5    
Vardas8272          Pavarde8272         2    6    5    4    6    1    7    2    8    10   3    
Vardas8273          Pavarde8273         6    5    2    5    10   5    6    2    8    3    10   
Vardas8274          Pavarde8274         9    4    7    5    7    1    2    7    4    6    4    
Vardas8275          Pavarde8275         6    5    2    5    3    6    5    1    7    10   1    
Vardas8276          Pavarde8276         1    8    9    1    3    5    3    3    8    3    9    
Vardas8277          Pavarde8277         10   6    9    1    5    4    4    7    6    6    5    
Vardas8278          Pavarde8278         9    6    7    9    3    1    8    10   8    2    4    
Vardas8279          Pavarde8279         2    3    6    9    2    6    3    4    7    7    9    
Vardas8280          Pavarde8280         10   9    1    10   5    2    7    2    9    3    10   
Vardas8281          Pavarde8281         3    2    7    2    1    10   5    3    8    4    9    
Vardas8282          Pavarde8282         9    8    6    1    4    3    5    10   1    3    2    
Vardas8283          Pavarde8283         4    5    4    8    4    7    7    9    9    7    5    
Vardas8284          Pavarde8284         5    5    2    6    4    3    10   4    9    7    3    
Vardas8285          Pavarde8285         1    9    9    3    2    7    7    8    9    10   6    
Vardas8286          Pavarde8286         10   7    6    8    6    8    1    5    8    1    1    
Vardas8287          Pavarde8287         1    1    5    5    7    5    9    10   7    5    1    
Vardas8288          Pavarde8288         6    4    7    1    3    2    7    9    5    7    4    
Vardas8289          Pavarde8289         6    9    3    8    2    3    8    3    9    9    5    
Vardas8290          Pavarde8290         5    9    9    7    10   6    6    7    8    7    7    
